Type,stop_id,stop_name,stop_lat,stop_lon
Regional Bus,22998,Antwerp Woorak Rd/Dimboola - Rainbow Rd (Antwerp),-36.297718538,142.025463052
Regional Bus,23030,Williamson St/Sunraysia Hwy (Lexton),-37.274770017,143.514971213
Regional Bus,23031,Williamson St/Sunraysia Hwy (Lexton),-37.274443828,143.514602951
Regional Bus,23034,Maroona General Store/Mortlake - Ararat Rd (Maroona),-37.440603941,142.859314962
Regional Bus,23143,VicRoads/Learmonth Rd (Wendouree),-37.535265736,143.818751899
Regional Bus,23144,Caravan St/Learmonth Rd (Wendouree),-37.530481168,143.814735373
Regional Bus,23145,Azalea Ave/Learmonth Rd (Wendouree),-37.527768881,143.812056482
Regional Bus,23146,Nursery Lane/Learmonth Rd (Mitchell Park),-37.521795172,143.806722696
Regional Bus,23147,Modestino Pl/Learmouth Rd (Mitchell Park),-37.514696688,143.803779193
Regional Bus,23148,McArthur Park Bvd/Howe St (Miners Rest),-37.502221196,143.805566952
Regional Bus,23149,Cummins Rd/Howe St (Miners Rest),-37.491659089,143.805146602
Regional Bus,23150,Miners Rest SC/Howe St (Miners Rest),-37.484072781,143.802157203
Regional Bus,23151,Victoria St/Albert St (Miners Rest),-37.479706432,143.796306174
Regional Bus,23152,Albert St/Giffard St (Miners Rest),-37.477887222,143.791692127
Regional Bus,23153,Miners Rest PS/Dundas St (Miners Rest),-37.478090931,143.795210741
Regional Bus,23154,Creswick St/Dundas Pl (Miners Rest),-37.478630855,143.797177452
Regional Bus,23155,Clarke St/Creswick St (Miners Rest),-37.477201485,143.798956943
Regional Bus,23156,Lyons St/Clarke St (Miners Rest),-37.476312222,143.802714357
Regional Bus,23157,Kennedys Rd/Raglan St (Miners Rest),-37.477221241,143.806338556
Regional Bus,23158,Sharpes Rd/Raglan St (Miners Rest),-37.481604536,143.803506179
Regional Bus,23159,Miners Rest SC/Raglan St (Miners Rest),-37.483759682,143.802905480
Regional Bus,23160,Cummins Rd/Howe St (Miners Rest),-37.491652230,143.805226048
Regional Bus,23161,McArthur Park Bvd/Howe St (Miners Rest),-37.502560604,143.805789972
Regional Bus,23162,Modestino Pl/Learmonth Rd (Mitchell Park),-37.514687076,143.803756981
Regional Bus,23163,Waltham Dr/Learmonth Rd (Mitchell Park),-37.520851087,143.806129498
Regional Bus,23164,Azalea Ave/Learmonth Rd (Wendouree),-37.527415452,143.811981034
Regional Bus,23165,Yew St/Learmonth Rd (Wendouree),-37.532550776,143.816638507
Regional Bus,23166,VicRoads/Learmonth Rd (Wendouree),-37.535097484,143.818860882
Regional Bus,23167,Waldemar St/Gillies St N (Wendouree),-37.524234030,143.824978993
Regional Bus,23170,Pauls Cres/Dowling St (Wendouree),-37.531564331,143.841955397
Regional Bus,23179,Havelock St/Neill St (Beaufort),-37.429587284,143.381959101
Regional Bus,23193,Green St/Powlett St (Kilmore),-37.306662479,144.950329325
Regional Bus,23194,Willowmavin Estate/Kilmore - Lancefield Rd (Kilmore),-37.294869083,144.942245316
Regional Bus,23195,Andrew St/Union St (Kilmore),-37.290491906,144.952279789
Regional Bus,23197,Wellington Square SC/Queen St (Wallan),-37.412989508,144.978019473
Regional Bus,23202,Aquamoves/Tom Collins Dr (Shepparton),-36.386027388,145.394444721
Regional Bus,23224,West End Caravan Park/Murray Valley Hwy (Yarrawonga),-36.022175764,145.977047293
Regional Bus,23225,Jane Rd/Fiona Dr (Yarrawonga),-36.006706695,146.025957706
Regional Bus,23227,Erne St/Sturt St (Mulwala (NSW)),-35.986701831,146.004073130
Regional Bus,23253,Australia Post/Mollison St (Kyneton),-37.247805246,144.453434693
Regional Bus,23254,Roderick St/High St (Taradale),-37.138386708,144.347968589
Regional Bus,23255,Elphinstone Hotel/14 Wright St (Elphinstone),-37.103291957,144.332553340
Regional Bus,23256,Pitman St/Main Rd (Chewton),-37.081336276,144.266749170
Regional Bus,23259,Princes Hwy/Regent St (Port Fairy),-38.380527628,142.228913791
Regional Bus,23273,Pacific Dr/Horseshoe Bend Rd (Torquay),-38.311443624,144.339362772
Regional Bus,23275,Ocean Grove Park/Draper St (Ocean Grove),-38.264381222,144.523980512
Regional Bus,23324,Milk Bar/Wangaratta - Whitfield Rd (Moyhu),-36.575785026,146.378875855
Regional Bus,23325,Edi Cheshunt Rd/Wangaratta - Whitfield Rd (Edi),-36.647758221,146.421548873
Regional Bus,23326,King Valley Primary School/Wangaratta - Whitfield Rd (King Valley),-36.701003488,146.416806431
Regional Bus,23327,Valley View Dr/Wangaratta - Whitfield Rd (Whitfield),-36.764419770,146.414533891
Regional Bus,23328,Edi Cheshunt Rd/King Valley Rd (Cheshunt),-36.799266656,146.430488790
Regional Bus,23424,Anzac Village Shopping Centre/Anzac Ave (Seymour),-37.030087028,145.146074053
Regional Bus,23425,Anzac Ave/Hume and Hovell Rd (Seymour),-37.036814674,145.154994617
Regional Bus,23426,Smith St/Kitchener Cres (Seymour),-37.035447304,145.148799321
Regional Bus,23427,Grant St/Tehan St (Seymour),-37.031871672,145.140319706
Regional Bus,23428,Seymour Family Clinic/Goulburn St (Seymour),-37.026514890,145.138977742
Regional Bus,23429,Goulburn Ovens TAFE/Wallis St (Seymour),-37.023106145,145.134845646
Regional Bus,23431,Seymour Hospital/Brettoneaux St (Seymour),-37.018738876,145.139122508
Regional Bus,23432,Medical Centre/Pozieres Pde (Puckapunyal),-37.004891235,145.046387366
Regional Bus,23433,Ramu Cres/Malaya Rd (Puckapunyal),-36.998887237,145.030494627
Regional Bus,23434,Bridges Barracks/Morobe Rd (Puckapunyal),-36.986632325,145.035551963
Regional Bus,23435,Monash Cl/Alamein Rd (Puckapunyal),-37.004574213,145.041372171
Regional Bus,23442,Princes Hwy/Plantation Rd (Corio),-38.068804254,144.375763424
Regional Bus,23499,Laundry Block/Barwon Heads - Ocean Grove Rd (Ocean Grove),-38.276372497,144.503078427
Regional Bus,23501,Laundry Block/Barwon Heads - Ocean Grove Rd (Ocean Grove),-38.276948507,144.502624331
Regional Bus,23513,Castlemaine Hospital/Cornish St (Castlemaine),-37.054586498,144.212414446
Regional Bus,23514,Anslow St/High St (Woodend),-37.356228269,144.528379117
Regional Bus,23515,Campbells Creek Post Office/Main Rd (Campbells Creek),-37.093598586,144.203695517
Regional Bus,23534,176 Bellarine Hwy (Moolap),-38.174375574,144.405160340
Regional Bus,23535,Highcliff St/Bellarine Hwy (Moolap),-38.176574428,144.413745936
Regional Bus,23574,Margaret St/Bluff Rd (St Leonards),-38.185830030,144.712365302
Regional Bus,23575,108 Bluff Rd (St Leonards),-38.188887365,144.709266946
Regional Bus,23576,Pearl Bay Psge/Mainsail Dr (St Leonards),-38.187822023,144.708238559
Regional Bus,23577,Mainsail Dr/Sandbar St (St Leonards),-38.185065640,144.709672103
Regional Bus,23578,Clyde Ave/Seachange Way (St Leonards),-38.183838300,144.708192186
Regional Bus,23579,Seachange Way/Leviens Rd (St Leonards),-38.178671209,144.708456866
Regional Bus,23580,Wilsons Rd/Portarlington Rd (Newcomb),-38.159583629,144.394729632
Regional Bus,23581,Walter St/Portarlington Rd (Newcomb),-38.156129637,144.383658139
Regional Bus,23583,Essex St/Portarlington Rd (Moolap),-38.163664129,144.410961245
Regional Bus,23584,Coppards Rd/Portarlington Rd (Moolap),-38.161983931,144.404241836
Regional Bus,23585,Darrambal Cres/Kensington Rd (Leopold),-38.180409653,144.466051636
Regional Bus,23587,Wilsons Rd/Portarlington Rd (Newcomb),-38.158869249,144.393397074
Regional Bus,23588,Essex St/Portarlington Rd (Moolap),-38.163368274,144.411028777
Regional Bus,23589,Larkins Lane/Portarlington Rd (Moolap),-38.171103627,144.432144241
Regional Bus,23592,First Ave/The Esplanade (St Leonards),-38.167290070,144.717225279
Regional Bus,23593,422 The Esplanade (St Leonards),-38.157107616,144.715831101
Regional Bus,23594,Dossetor Rd/The Esplanade (St Leonards),-38.153324870,144.715926326
Regional Bus,23595,Lewis St/The Esplanade (Indented Head),-38.144232246,144.715434107
Regional Bus,23596,248 The Esplanade (Indented Head),-38.129828681,144.704601009
Regional Bus,23597,David St/The Esplanade (Indented Head),-38.128754499,144.699900492
Regional Bus,23598,Brett Dr/The Esplanade (Indented Head),-38.126915945,144.697585483
Regional Bus,23599,Pike St/The Esplanade (Indented Head),-38.124190961,144.695560831
Regional Bus,23600,Grassy Point Rd/The Esplanade (Portarlington),-38.120313843,144.692226641
Regional Bus,23601,Arlington St/The Esplanade (Portarlington),-38.118687366,144.687875122
Regional Bus,23602,Calhoun Rd/The Esplanade (Portarlington),-38.117517972,144.683862933
Regional Bus,23603,Sunset Bvd/The Esplanade (Portarlington),-38.116160674,144.679012804
Regional Bus,23604,Oxley St/The Esplanade (Portarlington),-38.115298896,144.673713726
Regional Bus,2574,Tarrington Lutheran School/Hamilton Hwy (Tarrington),-37.766073779,142.094410727
Regional Bus,2624,Camperdown Railway Station (Camperdown),-38.228727445,143.150582952
Regional Bus,2627,Colac Railway Station (Colac),-38.342568922,143.586405095
Regional Bus,266,Bells Rd/Glenelg Hwy (Smythes Creek),-37.596611980,143.768954169
Regional Bus,27500,The Village Warralily SC/Central Bvd (Armstrong Creek),-38.230770422,144.371115100
Regional Bus,27501,The Village Warralily SC/Central Bvd (Armstrong Creek),-38.230622536,144.370949083
Regional Bus,27502,Silky Oak Lane/Warralily Bvd (Armstrong Creek),-38.237913112,144.376638331
Regional Bus,27503,Silky Oak Lane/Warralily Bvd (Armstrong Creek),-38.237474005,144.376745511
Regional Bus,27504,Whalley Rd/Warralily Bvd (Armstrong Creek),-38.238091366,144.373330362
Regional Bus,27505,Caitlin Ch/Warralily Bvd (Armstrong Creek),-38.237989464,144.373608209
Regional Bus,27506,Mandalay Ave/Warralily Bvd (Armstrong Creek),-38.240468986,144.368457918
Regional Bus,27507,Abigail Ct/Warralily Bvd (Armstrong Creek),-38.239979927,144.369149596
Regional Bus,27508,Rockingham St/Warralily Bvd (Armstrong Creek),-38.241181892,144.363291157
Regional Bus,27509,Kingscliff Ave/Warralily Bvd (Armstrong Creek),-38.240984360,144.362921287
Regional Bus,27510,Rutherford Gr/Warralily Bvd (Armstrong Creek),-38.240590160,144.359016952
Regional Bus,27511,Rutherford Gr/Warralily Bvd (Armstrong Creek),-38.240468745,144.359226987
Regional Bus,27512,Esperance Ave/Warralily Bvd (Armstrong Creek),-38.240139746,144.354623453
Regional Bus,27513,Esperance Ave/Warralily Bvd (Armstrong Creek),-38.239978723,144.354674989
Regional Bus,27514,Coastside Dr/Warralily Bvd (Armstrong Creek),-38.240017324,144.349201333
Regional Bus,27515,Coastside Dr/Warralily Bvd (Armstrong Creek),-38.239842427,144.349436174
Regional Bus,27516,Lance Dr/Coastside Dr (Armstrong Creek),-38.242101315,144.348520102
Regional Bus,27517,Cassava St/Coastside Dr (Armstrong Creek),-38.242271564,144.348079776
Regional Bus,27518,Isle Ave/Coastside Dr (Armstrong Creek),-38.242342302,144.345232457
Regional Bus,27519,Isle Ave/Coastside Dr (Armstrong Creek),-38.242246629,144.345384460
Regional Bus,27520,Cloudbreak St/Coastside Dr (Armstrong Creek),-38.242092593,144.341368592
Regional Bus,27521,Cloudbreak St/Coastside Dr (Armstrong Creek),-38.242010844,144.341737159
Regional Bus,27522,Zephyr St/Coastside Dr (Armstrong Creek),-38.241767487,144.336570692
Regional Bus,27523,Zephyr St/Coastside Dr (Armstrong Creek),-38.241642485,144.336620954
Regional Bus,27524,Sail Ct/Coastside Dr (Armstrong Creek),-38.241483700,144.334787402
Regional Bus,27525,Oasis Dr/Unity Dr (Mount Duneed),-38.225519975,144.335290441
Regional Bus,27526,Compass Way/Unity Dr (Mount Duneed),-38.225326062,144.335480272
Regional Bus,27527,Foundation Dr/Unity Dr (Mount Duneed),-38.224983094,144.329907466
Regional Bus,27528,Vega St/Unity Dr (Mount Duneed),-38.224735694,144.331309987
Regional Bus,27529,Unity Dr/Sovereign Dr (Mount Duneed),-38.224983272,144.326355241
Regional Bus,27530,Sovereign Dr/Unity Dr (Mount Duneed),-38.225253034,144.327122054
Regional Bus,27531,Roosevelt Rd/Sovereign Dr (Mount Duneed),-38.222110159,144.325615283
Regional Bus,27532,Roosevelt Rd/Sovereign Dr (Mount Duneed),-38.221603248,144.325907966
Regional Bus,27533,Boundary Rd/Sovereign Dr (Mount Duneed),-38.217693985,144.325959783
Regional Bus,27534,Boundary Rd/Sovereign Dr (Mount Duneed),-38.218704111,144.326002733
Regional Bus,27536,Baanip Bvd/Sovereign Dr (Mount Duneed),-38.215665610,144.326308157
Regional Bus,27537,Deer Park Station/Railway Pde (Deer Park),-37.777308254,144.771091111
Regional Bus,27538,Caroline Springs Station/Christies Rd (Ravenhall),-37.766230222,144.736914564
Regional Bus,27580,Curlewis SC/Greenvale Dr (Curlewis),-38.168384285,144.544650340
Regional Bus,27581,Northsun Rd/Centennial Bvd (Curlewis),-38.170502158,144.545960325
Regional Bus,27582,Wisely Ave/Centennial Bvd (Curlewis),-38.171690805,144.550668688
Regional Bus,27583,Cole St/Leviens Rd (St Leonards),-38.178778877,144.710279967
Regional Bus,27584,Bluff Rd/Leviens Rd (St Leonards),-38.179342884,144.714714377
Regional Bus,27640,Gilbert Cres/Henty Hwy (Horsham),-36.737362054,142.205395229
Regional Bus,27641,Mclean Dr/River Rd (Horsham),-36.730516826,142.202476548
Regional Bus,27642,Bolton St/Ocallaghans Pde (Horsham),-36.721121290,142.202860947
Regional Bus,27643,Guide & Scout Hall Reserve/Baillie St (Horsham),-36.711810886,142.194213043
Regional Bus,27644,Horsham Racecourse & Recreation Reserve/Baillie St (Horsham),-36.711846307,142.189971502
Regional Bus,27645,Horsham Racecourse & Recreation Reserve/Baillie St (Horsham),-36.711694048,142.189992200
Regional Bus,27646,Horsham College/High St (Horsham),-36.711238153,142.186519635
Regional Bus,27647,Federation University Melbourne/Baillie St (Horsham),-36.711850494,142.185407536
Regional Bus,27648,Horsham College/Baillie St (Horsham),-36.711720725,142.185538693
Regional Bus,27649,Horsham West & Haven Primary School - West Campus/Hillary St (Horsham),-36.716488252,142.180296205
Regional Bus,27650,Hillary St/Natimuk Rd (Horsham),-36.719959686,142.182841932
Regional Bus,27651,Philip St/Churchill Rd (Horsham),-36.718717418,142.184631225
Regional Bus,27652,Elizabeth St/Churchill Rd (Horsham),-36.716176401,142.184152584
Regional Bus,27653,Dougherty St/Churchill Rd (Horsham),-36.713439299,142.182836115
Regional Bus,27654,Ritchie Ct/Baillie St (Horsham),-36.712313321,142.180166105
Regional Bus,27655,Bennett Rd/Natimuk Rd (Horsham),-36.718692279,142.186232473
Regional Bus,27656,Shopping Square/Wilson St (Horsham),-36.716561533,142.193659166
Regional Bus,27657,Wavell St/Kalkee Rd (Horsham),-36.702825659,142.200735037
Regional Bus,27658,Dudley W.Cornell Park/Kalkee Rd (Horsham),-36.703194903,142.200958081
Regional Bus,27659,Motavu Dr/Kalkee Rd (Horsham),-36.699254046,142.201718094
Regional Bus,27660,Horsham Primary School - Rasmussen Campus/Rasmussen Rd (Horsham),-36.696889879,142.203609983
Regional Bus,27661,Horsham Primary School - Rasmussen Campus/Rasmussen Rd (Horsham),-36.697000355,142.203446536
Regional Bus,27662,Horsham Primary School - Rasmussen Campus/Albert St (Horsham),-36.698077685,142.205593804
Regional Bus,27663,Watts St/Albert St (Horsham),-36.701329126,142.204932854
Regional Bus,27664,Palm Ave/Edith St (Horsham),-36.704322045,142.212150666
Regional Bus,27665,Palm Ave/Edith St (Horsham),-36.704459494,142.212209228
Regional Bus,27666,Knowles St/Pryors Rd (Horsham),-36.704313204,142.216848736
Regional Bus,27667,Knowles St/Pryors Rd (Horsham),-36.704438520,142.216606076
Regional Bus,27668,Royal Ct/Knowles St (Horsham),-36.705990861,142.217583391
Regional Bus,27669,Webster St/Lawrence St (Horsham),-36.707591671,142.215515395
Regional Bus,2767,Austin St/Warncoort-Birregurra Rd (Birregurra),-38.336190061,143.783435798
Regional Bus,27670,Trinity Dr/Culliver St (Horsham),-36.708709163,142.214193212
Regional Bus,27671,Sunnyside Horsham Bowling Club/Olga Ave (Horsham),-36.709927230,142.212462061
Regional Bus,27672,Wimmera Base Hospital/Baillie St (Horsham),-36.711623064,142.209179889
Regional Bus,27673,Burgess St/Oconnor St (Horsham),-36.709660157,142.187803927
Regional Bus,27674,James St/Oconnor St (Horsham),-36.709078972,142.189685802
Regional Bus,27675,Stewart St/Hazel St (Horsham),-36.706521373,142.193245760
Regional Bus,27677,Wawunna Rd/Wavell St (Horsham),-36.702665403,142.195879873
Regional Bus,27690,Stawell Gift Hall of Fame/Main St (Stawell),-37.058211000,142.772966029
Regional Bus,27691,Frayne St/Barnes St (Stawell),-37.056578789,142.772157624
Regional Bus,27692,Stawell Cemetery/Barnes St (Stawell),-37.055628163,142.767231702
Regional Bus,27693,Agnes St/Mary St (Stawell),-37.053465544,142.768217393
Regional Bus,27694,Rose St/Bennett St (Stawell),-37.053188323,142.770795163
Regional Bus,27695,Franklin St/Lilian St (Stawell),-37.050910315,142.770820656
Regional Bus,27696,Gertrude St/White St (Stawell),-37.048351352,142.770041409
Regional Bus,27697,Franklin St/Ligar St (Stawell),-37.050276753,142.772249380
Regional Bus,27698,Lamont St/Ligar St (Stawell),-37.052641202,142.774140878
Regional Bus,27699,Houston St/Ligar St (Stawell),-37.053902632,142.775160940
Regional Bus,27700,Mayes St/Houston St (Stawell),-37.052988964,142.777324495
Regional Bus,27701,Newington Rd/Houston St (Stawell),-37.051960775,142.779056060
Regional Bus,27702,Walker St/Dalton St (Stawell),-37.049723677,142.777955242
Regional Bus,27703,Smale St/Walker St (Stawell),-37.048347064,142.779515006
Regional Bus,27704,Walker St/Darlington Rd (Stawell),-37.047324427,142.781403448
Regional Bus,27705,Sumner St/Woods St (Stawell),-37.045120509,142.781739138
Regional Bus,27706,Short St/Moonlight St (Stawell),-37.047077478,142.783574743
Regional Bus,27707,Byrne St/Moonlight St (Stawell),-37.050058646,142.786095410
Regional Bus,27708,Gordon St/Main St (Stawell),-37.051576912,142.786741800
Regional Bus,27709,Fisher St/Main St (Stawell),-37.053630882,142.784470253
Regional Bus,27710,Upper Clemes St/Fisher St (Stawell),-37.055967794,142.786352501
Regional Bus,27711,Stawell Health & Community Centre/Patrick St (Stawell),-37.055859586,142.783818520
Regional Bus,27712,Sloane St/St George St (Stawell),-37.059078344,142.779605192
Regional Bus,27713,Stawell Bowling Club/Napier St (Stawell),-37.060684236,142.776897271
Regional Bus,27714,Shirreff St/Doyle St (Stawell),-37.061519924,142.774063437
Regional Bus,27715,Robinson St/Shirreff St (Stawell),-37.060841707,142.771718344
Regional Bus,27716,Stone St/Seaby St (Stawell),-37.059866328,142.768872814
Regional Bus,27717,Griffiths St/Smith St (Stawell),-37.060418657,142.765425298
Regional Bus,27718,Austin St/Darcy St (Stawell),-37.060278437,142.761757821
Regional Bus,27719,Western Hwy/Playford St (Stawell),-37.060522348,142.758507275
Regional Bus,27720,Stawell Motel/Longfield St (Stawell),-37.062319701,142.760654968
Regional Bus,27721,Stawell Historical Society Inc/Longfield St (Stawell),-37.063349374,142.763250172
Regional Bus,27722,Stawell Grampians Gate Caravan Park/Seaby St (Stawell),-37.066129100,142.763904591
Regional Bus,27723,Western Hwy/Foster St (Stawell),-37.065944540,142.766803617
Regional Bus,27724,Little Cooper Lane/Seaby St (Stawell),-37.063749808,142.765127408
